#name	value
uc009vxc.3	NM_152499
uc009vxf.1	NM_173484
uc001clp.3	NM_173484
uc010okq.1	NM_001034023
uc010okr.1	NM_001034024
uc010oks.1	NM_001034023
uc010okt.1	NM_001034023
uc001clq.1	NM_001034024
uc001clr.1	NM_001034023
uc001cls.1	NM_019100
uc010oku.1	NM_019100
uc031pmh.1	NR_049849
uc010okx.1	NM_018150
uc010okz.2	NM_018150
uc001cma.1	NM_018150
uc001clv.1	NM_018150
uc001clw.1	NM_018150
uc010oky.1	NM_018150
uc001clx.2	NM_018150
uc001cmf.2	NM_001145636
uc001cmg.4	NM_006845
uc010olb.2	NM_006845
uc010olc.2	NM_006845
uc001cmh.4	NM_006845
uc001cmj.1	NR_000015
uc001cmk.1	NR_000024
uc009vxi.3	NR_001456
uc001cml.3	NR_001457
uc001cmi.3	NM_001012
uc001cmn.3	NM_004073
uc010old.1	NM_001136537
uc010ole.1	NM_001136537
uc010oli.2	NM_000374
uc031pmi.1	NR_036510
uc031pmj.1	NM_000374
uc010olj.1	NR_036510
uc001cnb.2	NR_036510
uc001cna.2	NM_000374
uc010olk.2	NR_024270
uc001cne.3	NM_032756
uc010oln.1	NM_025077
uc009vxq.3	NM_025077
uc010olm.2	NM_025077
uc001cnr.4	NM_025077
uc009vxv.3	NM_015506
uc021omx.1	NM_001202414
uc021omy.1	NM_001202413
uc001cod.3	NM_006066
uc001coe.3	NM_153326
uc001cof.4	NM_001202413
uc001cok.2	NM_002482
uc010olq.2	NM_002482
uc021omz.1	NM_002482
uc001coi.2	NM_002482
uc001coj.2	NM_152298
uc010olr.2	NM_001195193
uc001col.2	NM_152298
uc001cor.1	NM_016486
uc001cox.1	NM_015112
uc009vya.3	NM_015112
uc001coz.1	NM_015112
uc001coy.1	NM_015112
uc001cpa.3	NM_015112
uc001cov.3	NM_015112
uc001cow.3	NM_015112
uc001cpd.3	NM_005727
uc010oma.2	NM_001013615
uc009vye.2	NM_001142548
uc001cpl.2	NM_003579
uc001cpp.3	NM_006004
uc001cpq.3	NM_006004
uc010omc.2	NM_001256128
uc001cpr.2	NM_199044
uc009vyf.2	NR_045790
uc031pmk.1	NR_045791
uc009vyg.2	NM_001256128
uc031pml.1	NM_001256127
uc001cpt.2	NM_001256127
uc001cps.2	NM_001256127
uc001cpu.2	NM_001441
uc001cpv.2	NM_001441
uc021ona.1	NR_045483
uc001cpx.3	NM_147192
uc001cpw.3	NM_172225
uc021onb.1	NR_038403
uc010omi.2	NM_001145474
uc001cqj.3	NM_001145474
uc021ond.1	NR_038827
uc021one.1	NR_038828
uc010oml.1	NM_001099772
uc009vyl.1	NM_000779
uc001cqn.4	NM_001099772
uc001cqm.4	NM_000779
uc009vym.3	NM_001099772
uc010omk.2	NM_000779
uc001cqr.3	NM_178033
uc001cqs.3	NM_178033
uc001cqt.3	NM_178033
uc001cqu.1	NM_178134
uc009vyo.3	NM_001010969
uc009vyp.3	NM_001010969
uc001cqv.1	NM_001010969
uc031pmn.1	NR_047498
uc001crh.2	NR_046395
uc001cri.3	NM_016308
uc010omq.2	NR_046394
uc010omp.2	NM_001136140
uc001crk.3	NM_012186
uc001crm.3	NM_004474
uc010oms.1	NM_001011547
uc001crn.2	NM_001135181
uc001cro.2	NM_001011547
uc010omt.1	NM_001135181
uc001crp.2	NM_001135181
uc010omu.1	NM_001011547
uc009vyt.1	NM_001011547
uc009vyu.3	NM_001144774
uc001cry.3	NM_001144777
uc001crz.3	NM_001144776
uc001csa.3	NM_001144775
uc001csb.2	NM_021952
uc001csc.3	NM_001144774
uc010omz.2	NM_001144774
uc001csf.3	NM_001262
uc001csg.3	NM_078626
uc001csh.3	NM_001136508
uc001csi.4	NM_014372
uc001css.4	NM_148905
uc001cst.4	NM_024586
uc009vza.3	NM_148906
uc001csu.3	NM_148909
uc001csv.3	NM_148905
uc001csw.3	NM_148908
uc001cta.3	NM_148907
uc001csy.3	NM_148904
uc001csz.3	NM_148905
uc001ctb.3	NM_148905
uc001ctk.3	NM_152265
uc001ctl.3	NM_001136497
uc010onh.2	NM_001243767
uc001ctn.4	NM_007324
uc001cto.4	NM_004799
uc001ctp.4	NM_007324
uc001ctv.4	NM_032864
uc001ctw.4	NM_032864
uc001cue.3	NM_015696
uc001cuf.3	NM_001042693
uc001cug.1	NM_001042693
uc001cuh.3	NM_001042693
uc009vzg.3	NM_024646
uc001cuj.3	NM_024646
uc010onj.2	NM_024646
uc009vzh.3	NM_024646
uc001cuk.2	NM_001004339
uc001cul.2	NM_001004339
uc001cuq.2	NM_001007098
uc010onq.1	NM_001193600
uc001cur.2	NM_002979
uc010ono.2	NM_001193617
uc010onp.2	NM_001193599
uc009vzi.2	NM_001193600
uc001cus.2	NM_001007099
uc001cut.2	NM_001007100
uc001cuu.2	NM_001007250
uc001cuw.3	NM_001199080
uc010onr.2	NM_001199081
uc001cuv.3	NM_153703
uc010ons.2	NM_001199082
uc001cvb.4	NM_000098
uc001cvg.3	NR_038953
uc001cvq.1	NM_033067
uc021onp.1	NM_213593
uc009vzl.3	NM_001039716
uc021onq.1	NM_000792
uc001cwb.3	NM_001039715
uc021onr.1	NM_001039716
uc001cwd.4	NM_000792
uc001cwe.3	NM_001039715
uc001cwf.3	NM_000792
uc001cwg.3	NM_001039716
uc001cwk.2	NM_001256409
uc001cwj.2	NM_052940
uc021ons.1	NR_039942
uc001cwt.1	NM_153035
uc001cwu.1	NM_153035
uc001cxa.4	NM_016491
uc009vzp.3	NM_016491
uc001cxk.3	NM_147161
uc001cxj.2	NM_147161
uc001cxl.2	NM_147161
uc001cxm.2	NM_015547
uc001cxo.2	NM_001039464
uc001cxu.3	NM_001039464
uc010oog.1	NM_001039464
uc010ooh.1	NR_026782
uc010ooc.1	NM_001039464
uc010ood.1	NM_001039464
uc001cxs.2	NR_026782
uc010ooe.1	NM_001039464
uc010oof.1	NM_001039464
uc001cxr.1	NR_026782
uc009vzq.1	NM_001039464
uc001cxt.1	NM_001039464
uc009vzr.1	NM_001039464
uc001cxq.3	NR_037641
uc001cxx.4	NM_004623
uc001cxv.3	NM_004623
uc001cya.4	NM_152607
uc001cyb.4	NM_001110533
uc001cyd.3	NM_182532
uc001cye.3	NM_057176
uc010ool.2	NM_174936
uc001cyf.2	NM_174936
uc010oom.2	NM_174936
uc021onx.1	NR_038320
uc021ony.1	NR_039618
uc001cyk.4	NM_006252
uc031pmr.1	NM_006252
uc031pms.1	NM_006252
uc001cyo.2	NM_000562
uc001czf.2	NR_034014
uc010oop.1	NR_034015
uc001czg.2	NM_018291
uc001czh.2	NM_018291
uc009wac.3	NM_001113411
uc001czi.4	NM_018291
uc001czl.4	NM_001244714
uc001czm.5	NM_001278224
uc009wad.3	NM_015888
uc001czo.3	NM_015888
uc001czp.3	NM_015888
uc010oor.2	NM_015888
uc001czy.3	NM_001145511
uc010oos.2	NM_001145512
uc001czw.3	NM_001134673
uc001czv.3	NM_005595
uc001czx.3	NM_001145511
uc009wae.3	NM_001145512
uc031pmt.1	NR_073400
uc009waf.1	NM_176877
uc001daa.2	NM_176877
uc001dad.3	NM_176877
uc010oou.1	NM_176877
uc010oot.2	NM_176877
uc001dac.3	NM_176877
uc001dab.3	NM_176877
uc009wag.3	NM_176877
uc021ooc.1	NM_001164835
uc001dae.4	NM_019079
uc001daj.2	NM_001017415
uc001dak.2	NM_001017416
uc001dal.2	NM_003368
uc001das.2	NM_014495
uc001dat.3	NM_178221
uc001dau.3	NM_032852
uc001dax.2	NM_012183
uc021oof.1	NM_013339
uc010oox.2	NM_013339
uc001dbg.1	NR_002771
uc001dbf.3	NM_032437
uc001dbh.3	NM_002633
uc010ooy.2	NM_001172819
uc010ooz.2	NM_001172818
uc001dbi.4	NM_001083592
uc001dbj.3	NM_005012
uc001dbn.1	NM_152489
uc021ooh.1	NR_039957
uc001dbo.1	NM_020925
uc001dbp.1	NM_020925
uc001dbq.1	NM_020925
uc010opa.1	NM_020925
uc001dbs.2	NM_018211
uc001dbt.2	NM_018211
uc010opb.2	NM_018211
uc001dby.3	NM_203464
uc009wan.3	NM_203464
uc001dbz.3	NM_001005353
uc001dca.3	NM_013410
uc001dcc.1	NM_001256865
uc010opc.2	NM_001256865
uc001dcd.2	NM_014787
uc001dce.2	NM_001256864
uc009wao.3	NM_001198683
uc009wap.3	NM_001198681
uc001dcf.3	NM_017526
uc021ool.1	NM_001198688
uc001dcg.3	NM_001003680
uc001dcj.3	NM_001198687
uc001dch.3	NM_001003679
uc001dck.3	NM_001198689
uc009waq.3	NM_002303
uc001dci.3	NM_002303
uc001dcn.3	NM_001037341
uc009war.3	NM_001037339
uc001dco.3	NM_002600
uc001dcp.3	NM_001037340
uc001dcq.3	NM_001037339
uc009was.3	NM_001037339
uc021oon.1	NR_036060
uc001dcr.3	NM_032291
uc010opd.2	NM_032291
uc001dcs.3	NM_032291
uc001dct.3	NM_032291
uc009wat.3	NM_032291
uc001dcu.3	NM_032291
uc001dcv.3	NM_152665
uc009wau.3	NM_152665
uc009wav.3	NM_152665
uc001dda.5	NM_001278215
uc010opf.1	NM_001077702
uc009way.2	NM_001146111
uc010opg.1	NM_020948
uc001ddf.2	NM_001146110
uc001ddg.2	NM_001146112
uc001ddc.2	NM_001077703
uc001ddh.2	NM_001146113
uc001dde.2	NM_001077700
uc001ddj.1	NM_001077701
uc001ddi.2	NM_001077704
uc001ddp.2	NM_144701
uc010opo.1	NM_144701
uc010opp.1	NM_144701
uc010opq.1	NM_144701
uc010opr.1	NM_144701
uc009waz.3	NM_144701
uc001ddo.3	NM_144701
uc010opi.2	NM_144701
uc010opj.2	NM_144701
uc010opk.2	NM_144701
uc010opl.2	NM_144701
uc010opm.2	NM_144701
uc001ddq.3	NM_144701
uc010opn.2	NM_144701
uc001ddr.3	NM_144701
uc010ops.2	NM_144701
uc010opt.2	NM_144701
uc010opu.2	NM_144701
uc010opv.2	NM_144701
uc010opw.2	NM_144701
uc010opx.2	NM_144701
uc010opy.2	NM_144701
uc010opz.2	NM_144701
uc010oqa.2	NM_144701
uc010oqb.2	NM_144701
uc010oqc.2	NM_144701
uc010oqd.2	NM_144701
uc010oqe.2	NM_144701
uc010oqg.2	NM_144701
uc010oqh.2	NM_144701
uc010oqf.3	NM_144701
uc001dds.3	NM_144701
uc001ddt.3	NM_144701
uc010oqk.3	NM_001559
uc010oqj.2	NM_001258214
uc001ddu.3	NM_001559
uc010oqi.2	NM_001258214
uc010oql.3	NM_001258215
uc010oqm.3	NM_001258216
uc010oqn.3	NM_001258214
uc001ddz.2	NM_001924
uc009wbb.2	NM_001199741
uc009wbc.2	NM_001199742
uc009wbd.2	NM_001199742
uc001deb.2	NR_040077
uc001dec.2	NR_040077
uc001deo.1	NM_020794
uc009wbh.2	NR_023916
uc001dep.3	NM_020794
uc009wbg.3	NM_020794
uc001deq.3	NM_020794
uc009wbi.3	NM_001190987
uc010oqo.1	NM_001190987
uc009wbj.1	NM_001190987
uc001deu.2	NM_001190987
uc001det.3	NM_001190987
uc001des.3	NM_004768
uc001dev.3	NM_004768
uc010oqp.2	NR_027404
uc001dfb.3	NM_001036646
uc001dfa.3	NM_001036645
uc001dfc.3	NM_001031693
uc009wbl.2	NM_001902
uc001dfd.3	NM_001902
uc010oqq.2	NM_001190463
uc001dfe.3	NM_153742
uc001dfr.3	NR_038420
uc001dfu.2	NR_046217
uc010oqu.2	NM_001199328
uc001dgb.2	NM_003838
uc010oqt.2	NM_001199329
uc001dgc.2	NM_001199327
uc001dgd.3	NM_001199327
uc001dge.2	NM_001112808
uc001dgf.2	NM_015978
uc001dgn.3	NM_138467
uc010oqw.2	NM_001162916
uc010oqx.2	NM_001162916
uc010oqy.2	NR_027962
uc021oou.1	NM_001001933
uc001dgo.3	NM_001001933
uc031pmx.1	NM_001256114
uc001dgq.3	NM_001256114
uc010orc.1	NM_000016
uc009wbs.1	NM_000016
uc010ord.2	NM_001127328
uc001dgw.4	NM_000016
uc009wbp.3	NM_001127328
uc009wbr.3	NM_000016
uc010ore.2	NM_000016
uc010orf.2	NM_000016
uc010org.2	NM_000016
uc001dgz.2	NR_003042
uc009wbu.1	NR_002749
uc009wbv.1	NR_002748
uc009wbt.2	NM_004582
uc001dgy.2	NM_004582
uc001dhc.2	NM_004582
uc001dhd.2	NM_002440
uc001dhg.4	NM_001160011
uc001dhh.2	NM_152996
uc010orh.1	NM_152996
uc001dhi.3	NM_030965
uc010ori.2	NM_030965
uc009wbw.3	NM_030965
uc001dhm.2	NM_174858
uc001dhn.3	NM_174858
uc001dho.3	NM_012093
uc001dhy.1	NM_198549
uc010ork.3	NM_001270384
uc001dhx.4	NM_198549
uc010orl.3	NM_198549
uc001dia.3	NM_144573
uc009wcb.1	NM_001172309
uc001did.1	NM_001172309
uc001dif.1	NM_001172309
uc001dic.4	NM_144573
uc001dib.4	NM_001172309
uc001dig.4	NM_001172309
uc010orn.2	NM_007034
uc001dij.3	NM_007034
uc001dik.3	NM_017655
uc001dil.1	NR_027310
uc009wcc.3	NR_027310
uc001dim.3	NM_001039585
uc001din.3	NM_000959
uc010oro.2	NM_006820
uc010orp.2	NM_006820
uc010orq.2	NM_006820
uc010orr.1	NM_006417
uc010ors.1	NM_006417
uc001dip.4	NM_006417
uc009wce.1	NM_012302
uc001dis.3	NM_012302
uc001dit.4	NM_012302
uc001diu.3	NM_012302
uc001div.3	NM_012302
uc009wcd.3	NM_012302
uc001diw.3	NM_012302
uc001djo.2	NM_001242861
uc001dji.3	NM_207578
uc009wcf.2	NM_207578
uc001djj.3	NM_002731
uc001djl.3	NM_182948
uc010ort.2	NM_001242857
uc001djn.3	NM_001242859
uc010oru.2	NM_001242858
uc001djp.3	NM_001242860
uc001djq.3	NM_001242861
uc010orv.2	NM_001242862
uc001djr.3	NM_001010971
uc010orw.2	NM_001134663
uc010orx.2	NM_001134664
uc001djs.3	NM_001134664
uc001djt.1	NM_021233
uc001dju.1	NM_058248
uc009wch.1	NM_058248
uc001djv.4	NM_025065
uc001dkt.3	NM_145172
uc009wcl.3	NM_145172
uc021opc.1	NR_039619
uc021ope.1	NR_045484
uc001dla.2	NR_045484
uc001dle.3	NM_001554
uc001dlr.4	NM_006536
uc001dls.1	NM_001285
uc001dlt.3	NM_001285
uc009wcs.3	NM_012128
uc009wct.3	NR_024602
uc009wcu.3	NR_024602
uc010osh.2	NR_024604
uc001dlx.3	NM_001206652
uc001dly.3	NM_001206651
uc001dlw.3	NM_016009
uc001dlz.3	NM_001206653
uc001dmc.4	NM_001134492
uc010osk.2	NM_012262
uc010osl.2	NR_026988
uc010osm.2	NR_026985
uc010osn.2	NR_026987
uc010oso.2	NR_026986
uc001dmg.4	NR_026985
uc001dme.2	NM_001134492
uc001dmf.3	NR_026989
uc001dmi.3	NM_006769
uc001dmj.3	NM_006769
uc001dmn.3	NM_006256
uc010osp.2	NM_006256
uc010osq.2	NM_006256
uc009wcv.3	NM_006256
uc010osr.2	NM_006256
uc001dnf.2	NM_198460
uc010ost.1	NM_198460
uc009wcy.1	NR_003133
uc001dni.3	NM_001134476
uc001dnh.3	NM_015350
uc001dnj.3	NM_015350
uc001dnl.4	NM_032270
uc001dnm.3	NM_001134479
uc001dnn.3	NM_018103
uc001dnp.4	NM_182975
uc001dnq.2	NM_182976
uc009wda.1	NM_182976
uc001dnr.2	NM_182976
uc001doe.3	NM_003503
uc001dof.3	NM_001134419
uc010osw.2	NM_003503
uc009wdc.3	NM_001134420
uc009wdd.3	NM_001134419
uc001dol.4	NM_001242805
uc010osz.2	NM_001242806
uc001dok.4	NM_207189
uc009wdf.3	NM_001242810
uc010otb.2	NM_001242807
uc010ota.2	NM_001242808
uc001dom.4	NM_001726
uc001don.2	NM_173567
uc031pnb.1	NM_183242
uc001doo.3	NM_183242
uc010otc.2	NM_183242
uc010otd.2	NM_015237
uc001dop.3	NM_015237
uc001doq.3	NM_001012425
uc010ote.2	NM_001012425
uc001dot.2	NM_024813
uc009wdh.2	NM_024813
uc001dpe.2	NR_000006
uc009wdi.1	NR_002444
uc001dpd.3	NM_000969
uc001doz.3	NM_000969
uc001dpa.3	NM_000969
uc001dpb.3	NM_000969
uc010oth.2	NM_001164391
uc009wdj.3	NM_007358
uc009wdk.3	NM_001164392
uc010oti.2	NM_001164393
uc001dpi.4	NM_007358
uc001dpl.4	NM_001164393
uc001dpm.4	NM_001164393
uc009wdl.1	NM_206886
uc001dpr.1	NM_206886
uc021opx.1	NM_206886
uc001dpu.3	NM_001938
uc010otk.2	NM_001164473
uc001dpv.3	NM_017737
uc001dpw.3	NM_001024948
uc010otl.2	NM_017737
uc009wdn.3	NR_034091
uc021oqa.1	NR_030621
uc001dqm.4	NM_001122674
uc001dqn.4	NM_002858
uc010oto.2	NM_002858
uc010otp.2	NM_002858
uc009wdr.3	NM_002858
uc001dqo.4	NM_002858
uc010otu.1	NM_001258343
uc010ott.3	NM_001258341
uc001dqx.5	NM_001258340
uc001dqv.5	NM_001114106
uc010otq.3	NM_001258343
uc010otr.3	NM_001258342
uc001dqw.5	NM_152369
uc010ots.3	NM_001258343
uc009wds.4	NM_001258342
uc021oqc.2	NR_033998
uc021oqe.1	NM_001199679
uc001drb.3	NM_152487
uc001drd.4	NM_001199691
uc010oty.2	NM_001278247
uc009wdt.3	NM_001128142
uc001drh.4	NM_001278247
uc001drf.4	NM_001128142
uc031pnd.1	NM_001278248
uc009wdv.3	NR_103484
uc001dri.4	NM_001199682
uc009wdu.3	NM_015485
uc001drg.4	NM_001128142
uc021oqf.1	NR_033966
uc001drm.2	NM_021190
uc001drn.2	NM_021190
uc001dro.2	NM_021190
uc010otz.1	NM_021190
uc001drp.2	NM_021190
uc009wdw.2	NM_021190
uc001drs.1	NM_021190
uc001drq.3	NM_021190
uc001drr.3	NM_021190
uc001dru.3	NM_021190
uc001drt.3	NM_021190
uc031pne.1	NR_046590
uc031pnf.1	NR_046088
uc010ouc.2	NM_015976
uc001dsa.3	NM_015976
uc010oud.2	NM_152238
uc001dsd.1	NR_033940
uc001dse.3	NM_014839
uc010oue.2	NM_001166252
uc001dsg.3	NM_017734
uc001dsi.1	NM_000642
uc001dsj.1	NM_000028
uc001dsk.1	NM_000643
uc001dsl.1	NM_000644
uc001dsm.1	NM_000646
uc001dsn.1	NM_000645
uc001dsp.2	NM_012243
uc009wdy.2	NM_001271684
uc001dsr.2	NM_001271685
uc001dss.2	NM_001271685
uc001dst.3	NM_033055
uc001dsv.3	NM_019083
uc010ouf.2	NM_019083
uc009wea.3	NM_019083
uc010ouh.1	NM_003729
uc021oqp.1	NR_030279
uc001dtd.3	NM_001130841
uc001dtc.3	NM_003729
uc009wec.1	NM_033312
uc001dte.4	NM_033313
uc009web.2	NM_033312
uc010oui.1	NM_033312
uc001dtf.2	NM_033312
uc009wed.1	NM_033312
uc001dtg.4	NM_003672
uc009wee.3	NM_033313
uc001dth.3	NM_022049
uc010ouj.2	NM_001199834
uc001dti.3	NM_001078
uc001dtj.3	NM_080682
uc001dtn.2	NM_001144884
uc001dto.2	NM_133496
uc001dud.2	NM_001400
uc009weg.2	NM_001400
uc021oqv.1	NR_033424
uc010oul.1	NM_017619
uc010oum.1	NM_017619
uc010oun.2	NM_017619
uc010oup.2	NR_024438
uc010ouo.2	NM_020978
uc001duq.3	NM_020978
uc001dur.3	NM_020978
uc001dus.1	NM_020978
uc010ouq.1	NM_000699
uc001dut.3	NM_000699
uc001duu.3	NM_001008221
uc001duv.3	NM_001008218
uc001duy.3	NM_001008221
uc001duz.3	NM_001008218
uc021oqw.1	NR_033990
uc010ous.2	NM_018137
uc001dvd.1	NM_014917
uc001dvh.4	NM_001113226
uc001dvf.4	NM_001113228
uc001dvc.4	NM_014917
uc010out.2	NM_001113228
uc001dvi.3	NM_014917
uc001dve.3	NM_001113226
uc009wek.3	NM_001113226
uc001dvg.3	NM_001113228
uc009wem.3	NM_014917
uc031pnj.1	NR_046653
uc009wep.3	NM_001143987
uc009weq.3	NM_001143988
uc010ouy.2	NM_001010883
uc001dvw.4	NR_037185
uc001dvv.4	NM_018061
uc010ouz.2	NM_018061
uc001dvx.3	NM_001144937
uc010ova.2	NM_001144937
uc021oqz.1	NM_007269
uc001dvy.3	NM_007269
uc031pnk.1	NR_049777
uc001dwc.3	NR_034168
uc010ovc.2	NM_013296
uc010ovd.2	NM_013296
uc010ove.1	NM_013296
uc001dwn.3	NM_020141
uc009weu.3	NM_020141
uc001dwo.1	NR_003023
uc001dws.1	NM_001267049
uc009wez.1	NM_001267049
uc009wex.2	NM_001267049
uc021orb.1	NM_020775
uc010ovg.3	NR_049773
uc009wey.3	NM_001267048
uc031pnl.1	NM_001267049
uc001dwr.3	NM_001267049
uc021orc.1	NR_034072
uc001dwu.2	NM_006513
uc001dxa.4	NM_001408
uc001dxo.2	NM_001040709
uc001dxq.2	NM_001040709
uc001dxp.3	NM_001040709
uc010ovk.2	NM_001040709
uc001dxr.3	NM_153340
uc001dxs.3	NM_153340
uc010ovl.2	NM_001134402
uc010ovm.2	NM_001134402
uc001dxu.3	NM_001134403
uc001dxw.3	NM_001134404
uc010ovn.2	NM_182580
uc010ovo.2	NM_001134400
uc009wfd.3	NM_001134402
uc010ovp.2	NM_001134402
uc001dxy.2	NM_031936
uc001dxz.3	NM_006496
uc010ovq.1	NR_029583
uc009wfg.1	NM_139156
uc009wfh.2	NM_001257360
uc001dyb.2	NM_139156
uc001dyc.2	NM_004037
uc010ovr.1	NM_203404
uc010ovs.2	NM_001257361
uc001dyd.1	NM_203404
uc001dye.1	NM_001257361
uc009wfi.2	NR_024538
uc001dyf.3	NM_000850
uc001dyg.3	NR_024538
uc009wfj.3	NR_024538
uc001dyh.2	NM_147148
uc001dyi.3	NM_000848
uc001dyj.3	NM_000848
uc010ovt.2	NM_001142368
uc009wfk.3	NM_001142368
uc001dyk.3	NM_000561
uc001dyl.3	NM_146421
uc010ovu.1	NM_000851
uc001dyn.3	NM_000851
uc001dyt.2	NM_172210
uc001dyu.2	NM_172212
uc021orj.2	NM_172211
uc001dyw.4	NM_000757
uc001dyx.3	NM_006621
uc010ovw.2	NM_001242673
uc021ork.1	NM_001242674
uc010ovx.2	NM_001242676
uc001dyy.3	NM_001242675
uc001dyz.1	NM_001270768
uc009wfp.2	NM_033088
uc001dza.2	NM_033088
uc001dzc.3	NM_203412
uc001dze.1	NM_001010898
uc009wfq.3	NM_001010898
uc001dzf.3	NM_001039574
uc009wfr.3	NM_001039574
uc001dzi.3	NM_004978
uc001dzg.3	NM_001039574
uc001dzh.3	NM_004978
uc001dzl.1	NM_022768
uc001dzm.1	NM_001201545
uc031pnm.1	NR_102697
uc001dzs.3	NM_032414
uc009wft.1	NR_003599
uc009wfu.1	NR_003599
uc001dzw.3	NM_001040033
uc001dzx.3	NM_000560
uc010owa.2	NM_000560
uc001eag.3	NM_006090
uc001eah.1	NM_001007794
uc001eai.1	NM_006090
uc001eaj.1	NM_006090
uc001eam.3	NM_004000
uc001ean.3	NM_001025197
uc001eao.3	NM_001025199
uc009wgb.3	NR_003928
uc001eav.4	NM_001258004
uc001eas.4	NM_201653
uc001eaq.4	NM_001258001
uc001eau.4	NM_001040623
uc009wgd.4	NM_001258005
uc009wgc.4	NM_001258003
uc001ear.4	NM_021797
uc001eat.4	NM_001258002
uc001eaw.2	NM_181643
uc001eax.2	NM_181643
uc009wge.1	NM_181643
uc009wgf.1	NM_001688
uc001ebc.3	NM_001688
uc001ebe.3	NM_174896
uc001ebi.3	NM_002884
uc001ebk.3	NM_001010935
uc001ebl.3	NM_002884
uc001ebq.1	NR_038951
uc021ort.1	NR_038952
uc001ebs.3	NM_007204
uc010owf.2	NM_007204
uc001ebt.3	NM_007204
uc001ebw.4	NM_001270945
uc001ebx.3	NM_018704
uc001eca.3	NM_004185
uc009wgg.3	NM_024494
uc001ecb.3	NM_024494
uc001ecj.1	NM_006135
uc009wgj.1	NM_001130079
uc001ecl.2	NM_020963
uc001eck.3	NM_001130079
uc001ecn.3	NM_020963
uc001ecm.3	NM_020963
uc001ecu.3	NM_001004440
uc001ecv.3	NM_182759
uc010owk.2	NM_001004440
uc010owl.2	NM_001004440
uc001eda.1	NR_002796
uc001edf.1	NM_014813
uc009wgn.1	NM_014813
uc001edh.3	NM_152900
uc001edk.3	NM_001142782
uc001edi.4	NM_152900
uc010owm.2	NM_152900
uc001edj.3	NM_152900
uc009wgo.3	NM_001142782
uc001edv.2	NR_037864
uc001eeh.3	NM_022836
uc001eeg.3	NM_022836
uc001eei.3	NM_022836
uc001eel.3	NM_152696
uc001eem.3	NM_198268
uc001een.3	NM_198269
uc001eeo.3	NM_198269
uc001eep.3	NM_181358
uc001eeq.3	NM_181358
uc001eer.1	NM_020190
uc001ees.1	NM_020190
uc001eet.1	NM_020190
uc001efr.3	NM_003176
uc010owt.2	NM_003176
uc001efq.3	NM_003176
uc009wgw.3	NM_003176
uc001efs.2	NM_000549
uc031pnq.1	NM_001277991
uc009wgy.1	NM_001172411
uc001efv.1	NM_138959
uc021ose.1	NM_001172412
uc001ega.2	NM_018420
uc001egb.4	NM_018420
uc001egc.1	NM_152367
uc001egd.2	NM_000701
uc010owv.1	NM_001160234
uc001ege.3	NM_000701
uc010oww.2	NM_001160233
uc010owx.2	NM_001160234
uc021osk.1	NR_031564
uc010owz.1	NM_001767
uc010oxa.1	NM_001767
uc001egu.4	NM_001767
uc001egv.1	NM_020440
uc010oxc.2	NM_001256109
uc010oxd.2	NM_001256111
uc009whd.4	NM_004258
uc010oxb.2	NM_001256106
uc001egx.1	NM_003594
uc021osm.1	NR_030640
uc001egy.3	NM_003594
uc009whg.1	NM_006699
uc001ehd.1	NM_006699
uc001ehe.3	NM_017709
uc001ehh.2	NM_006784
uc001ehi.2	NM_006784
uc010oxe.1	NM_006784
uc001ehq.1	NM_001005783
uc001ehr.1	NM_016527
uc001ehs.3	NM_001166120
uc021ost.1	NM_001166120
uc001eht.3	NM_000198
uc001ehu.3	NM_000198
uc001ehv.1	NM_000862
uc031pnt.1	NM_000862
uc021osu.1	NR_033781
uc009whl.3	NM_006623
uc001ehz.3	NM_006623
uc009whm.3	NM_006623
uc001eib.3	NM_006623
uc009whp.3	NM_001100910
uc001ein.4	NM_001100910
uc001eio.2	NR_027337
uc031pnu.1	NM_001271887
uc001eiu.1	NR_003955
uc009wht.1	NR_003955
uc009whw.2	NR_033189
uc001ejq.3	NR_033189
uc021oti.1	NM_001102663
uc001ejz.1	NM_001278267
uc021otm.1	NM_001278267
uc021otl.1	NM_001278267
uc021otq.1	NM_001278267
uc021otk.1	NM_015383
uc001ekl.2	NM_001278267
uc010oyb.2	NM_001278267
uc021otw.1	NM_001278267
uc021otp.1	NM_015383
uc021otu.1	NM_001278267
uc009wif.1	NM_001037675
uc009wii.1	NM_001037675
uc021otv.1	NM_015383
uc021ouf.1	NM_001037675
uc010oxo.2	NM_001037675
uc010oxn.2	NM_001277444
uc021oth.2	NM_001037675
uc021otj.2	NM_015383
uc021oto.2	NM_015383
uc021otr.2	NR_102405
uc001ekk.2	NR_102405
uc010oyd.2	NM_001037675
uc009wig.2	NM_001037675
uc001eli.4	NR_102405
uc031pny.1	NM_001037501
uc031poa.1	NM_004892
uc001emm.4	NM_203458
uc001emn.4	NM_203458
uc031pob.1	NM_203458
uc001emo.2	NM_203458
uc010oyh.1	NM_203458
uc021ouk.1	NM_001037675
uc001emq.1	NM_001039703
uc021oun.1	NM_001277444
uc021ots.1	NM_015383
uc021oup.1	NM_015383
uc021oum.1	NM_001037501
uc010oyp.2	NM_001039703
uc021ouo.1	NM_015383
uc001enc.2	NM_001039703
uc021ouq.1	NM_001039703
uc010oye.3	NM_001277444
uc031pnx.1	NM_001277444
uc021oul.2	NM_001039703
uc010oyi.3	NM_001037675
